hypothesis,references
What does the Lasker-Noether theorem say about prime ideals?,What do prime ideals in the ring of integers of quadratic number fields have a relation to?
Who wrote 'Neumes rythmiques'?,Which French composer used prime numbers to create ametrical music through natural phenomena?
How long is the Rhine?,What is the second longest river in Central Europe?
What is the Gaulish name for Rhine?,What was the Gaulish name for the Rhine in the 1st century BC?
When was the Rhine scale introduced?,In what year was the Rhine measured in a scale?
Where is the Rhine Valley located?,Where does the Rhine turn to the north near Chur?
What is the local pronunciation of Esel?,What is the name of the river that flows through the Rhine valley?
Where is the Rhine delta located?,What is the name of the river that flows through the Rhine delta?
Where is the Dornbirner Ach located?,Where did the upper canal near Diepoldsau flow?
What is the Untersee?,What is Lake Constance's border?
Where is the Rheinbrech located?,What is the name of the lake where the Rhine water flows?
Where does the Rhine flow?,What is the name of the Rhine river that flows from Lake Constance to the Aare?
Where does the Rhine flow?,What is the name of the river that flows from the Rhine valley to the Aare?
What is the Rhine knee?,In what area of Basel is the Rhine knee?
What happened to the ground water level in the Upper Rhine region?,What happened to the water level in the Upper Rhine region in the 19th century?
What is the longest river in Germany?,In what country is the Rhine the longest river?
What river flows through the Rhine Gorge?,What type of river flows through the Rhine Gorge?
What does the Rhine flow through?,What is the name of the river that connects the Rhine and the Rhine?
Where is the Rhine River located?,What is the name of the river that flows through the Rhine valley?
Where is the Rhine Gorge located?,What is the name of the Rhine river that flows through the area?
What is the longest suspension bridge in Germany?,What bridge crosses the Rhine-Ruhr River?
What river flows through the Waal?,"Along with the Merwede, what river flows through the Waal?"
What is the name of the Nederrijn?,What river flows through the Pannerdens Kanaal and redistributes in the IJssel and Nederrijn?
What is another name for the Rhine-Meuse delta?,What is another name for the Rhine-Meuse River?
When did the Meuse split into Waal and Pannerdens Kanaal?,What is the name of the river that flows south of the Meuse delta?
What did the construction of the Delta Works create?,What type of river is the Rhine-Meuse Delta formed by?
When did the Triassic Period begin?,In what period did the Tethys Ocean become a part of the sea?
When did the Rhine reach the Vosges Mountains?,In what period did the Rhine begin to expand southward?
How long did the Rhine last?,What part of Europe did the Rhine travel through during the last glacial period?
When did the last glacial Maximum occur?,When did the Rhine's current course begin?
When did sea level rise begin?,When did sea level rise in the North Sea begin?
When did the Rhine-Meuse delta begin?,In what time period did the Rhine-Meuse delta begin?
When did the Rhine enter the North Sea?,When did the Rhine begin to flow to the North Sea?
When did Rome accept the Germanic border?,When did Rome stop using the Rhine as its border?
Who killed a dragon on the Rhine?,Who created the kingdoms of Francia and Burgundy on the Rhine?
Who founded the Rhine Confederation?,Who sold the Rhine to Burgundy in what year?
When was the Rhineland occupied by the Allies?,When did the Rhineland become a demilitarized zone?
What German encyclopedia stated the length of the Rhine in 1932?,"When did the German encyclopedia Knaurs Lexikon say the Rhine was 1,320 kilometers long?"
When was the Scotland Act passed?,How many areas did the Scottish Parliament have the power to change?
When was Scotland's oil discovered?,When did the Scottish National Party propose devolving Scotland's Parliament?
What party controlled Scotland in 1979?,How much of the Scottish electorate voted for the Scottish Assembly?
Who designed the Scottish Parliament Building?,Who created the Scottish Parliament Building?
Where was the Assembly Hall located?,What building was used as the Parliament's principal committee room in Scotland?
Who is the Presiding Officer?,Who is the Presiding Officer responsible for electing?
How many seats does the Scottish Parliament have?,How many seats is the Scottish Parliament's debating chamber made of?
When are parliamentary debates held?,When is the Scottish Parliament's mace displayed?
What is Time for Reflection?,What does the Presiding Officer decide when a speaker addresses members?
What does the Presiding Officer announce?,What does the Presiding Officer announce when a division is formed?
What is Members Business?,What do MSPs usually do after a vote?
What does committee stand for?,What does the role of committees in Scotland reflect?
When are Committees established?,What is one of the Committees in the fourth session of the Scottish Parliament?
Who approved the Scotland Act 1998?,Who gave royal assent to the Scotland Act?
What body has the ability to alter income tax in Scotland?,What body has the ability to alter Scotland's income tax?
Who can introduce a bill to Parliament?,Who is responsible for introducing a bill in Parliament?
When is Stage 3 considered?,What stage of the bill is considered at the meeting of the whole Parliament?
Who can put their name forward to be First Minister?,What does the Presiding Officer submits the Scottish Parliament's bill to?
Who appoints Scotland's First Minister?,Who appoints the Scottish Parliament's first Minister?
What is the First Minister's Question Time?,What does the First Minister's Question Time take place?
How many MSPs are in Scotland?,How many Scottish Parliament seats are allocated to parties in the second vote?
What are MSPs allowed to do?,What do members of the Scottish Parliament have to be in order to be considered for a seat?
Who lost Edinburgh Pentlands?,What party lost East Lothian to?
What is the West Lothian question?,What is the name of the Scottish Parliament's legislation that only affects England?
What do Islamist groups like Hezbollah want to do?,What do Islamist groups like Hezbollah want to do with government?
What does the Salafi movement focus on?,What does the Salafis believe Islam is a political role for?
What does Hayri Abaza believe Islam is a creation of?,What did Hayri Abaza believe the idea of political Islam was a creation of Americans?
Who did the US aid?,What did the US spend billions of dollars to aid in the war against?
What religion did the Saudi government support?,What type of religion did Salafism believe Muslims should not only oppose but also oppose?
When did Iqbal join the Muslim League?,What type of government did Iqbal oppose?
What did Iqbal call for?,What did Iqbal believe India's Hindu-majority population would do to Islam?
How did Maududi define Islam?,What did Maududi believe Islam should be based on?
Who founded the Muslim Brotherhood?,Who was the founder of the Muslim Brotherhood in 1928?
In what year did Al-Banna die?,What was Al-Banna's political party banned from doing?
What was the result of the Six-Day War?,What was the status of the Muslim Brotherhood in the Arab world?
Who was Khomeini associated with?,Who did Khomeini believe was responsible for the Islamic Republic's rise to power?
When did the Soviet Union send troops into Afghanistan?,What group did the Soviet Union send troops to Afghanistan to suppress?
Who attacked Saudi Arabia?,Who did Saudi Arabia attack in the Gulf War?
When did Qutb die?,Who was responsible for the assassination of Anwar Sadat in 1981?
When did al-Gama'a al-Islamiyya renounce violence?,What did al-Gama'a al-Islamiyya do in response to the Egyptian Islamic Jihad?
What was the Hamas charter called?,What did the Muslim Brotherhood take a stance towards Israel?
Who was Hassan al-Turabi?,Who was the leader of al-Turabi's political party?
When was the FIS formed?,What did al-Nimeiry's FIS use to unify his people?
What happened to Afghanistan in 1991?,What was the result of the war between political and tribal warlords in Afghanistan?
When did Zia-ul-Haq rule?,When did Zia-ul-Haq end his reign?
What did the Islamic State claim to be?,In what year did the Islamic State join the Iraqi insurgency?
When did the Caliphate end?,When did the Islamic State end its rule?
How many Muslims live in Greater London?,What type of people do some of the Muslims in Greater London have?
Who created the U.S. Information Agency?,Who is responsible for the creation of the U.S. Information Agency?
What is imperialism defined as?,What type of imperialism is defined as a policy of extending a country's power and influence through diplomacy or military force?
What does the term imperialism refer to?,What type of empire is considered to be the highest form of imperialism?
What does imperialism refer to?,What does imperialism refer to in relation to?
What is a controversial aspect of imperialism?,What did Hobson believe was the basis for imperialism?
What type of geographers supported imperialism?,What did the Royal Geographical Society of London do to encourage European travel?
What does the term Terra nullius mean?,What does the term Terra nullius refer to in English?
What type of maps did Bassett focus on?,What type of maps were used to denote unknown or unexplored territories?
What is another term for imperialism?,"What is the term for a country's influence that changes its moral, cultural and societal worldview?"
When did the Age of Imperialism begin?,In what period did the Age of Imperialism begin?
What did the British exploit in India?,What was the focus of European imperialism in the mid 20th century?
What did European chemists make in the 1880s?,What were European chemists able to manufacture in the 1880's?
When did Hobson write about imperialism?,When did Hobson believe that imperialism was a natural extension of the European economy?
Who believed that the world could be split into climatic zones?,Who believed that the world could be split into climatic zones and climates?
When was the British East India Company chartered?,In what century did the British East India Company begin to expand?
What did France offer to its colonies?,What did France use as a base for its colonial efforts?
When did France win the war in Vietnam?,In what country did the Germanic conquer in the 1950s?
When did Prussia conquer Africa?,When did Prussia begin to build a colonial empire?
What country did Japan invade in 1884?,"During the First Sino-Japanese War, what country did Japan invade?"
Who was Stalin's successor?,Who was the leader of the Soviet Union at the time of Stalin?
When was the British Empire founded?,When did Britain gain control of the Spanish and Portuguese colonies?
Who criticized American foreign policy?,What was the name of the American foreign policy that was criticized by the American people?
When was the American Empire created?,What was Isiah Bowman's role in this inquiry?
When did the Ottoman Empire end?,During what period did the Ottoman Empire become a large empire?
What denomination is the United Methodist Church?,What is the largest denomination within the Methodist Church?
When did the United Methodist Church begin?,When did the United Methodist Church begin to spread the gospel?
What church was founded in 1784?,What was the name of the church that was founded by John Wesley?
When was St. George's United Methodist Church founded?,In what year did St. George's United Methodist Church become a church?
Who is the leader of the Methodist Church?,Who was the leader of the Methodist Church at the time?
Who founded the United Methodist Church?,Who was the founder of The United Methodist Church in 1968?
What is justifying grace also known as?,What is the term for the grace that goes before us?
What is Sanctifying Grace?,What does the Book of Discipline say is the Holy Bible's primary authority in the Church?
What is TUMAS?,What are the two official bodies of the Methodist church?
What does the Methodist Church support?,What did John Wesley say the United Methodist Church did not believe was necessary to ban the death penalty?
When did the United Methodist Church ban the celebration of same-sex unions?,In what year did the United Methodist Church vote to allow ministers to officiate same-sex weddings?
What does the Methodist Church believe war is incompatible with?,What does the United Methodist Church reject as incompatible with the teaching of Scripture?
What does the UMC support?,What does the UMC believe is the basis for the creation of a new version of the Book of Common Prayer?
What is the Anglican tradition called?,What is the name of the Anglican church that is associated with the United Methodist Church?
How many jurisdictions are there in the United States?,How many jurisdictions are in the United States?
What does the South Central Jurisdiction consist of?,Who is responsible for approving the lease of 36 acres of land?
How long is the term Annual Conference?,How many times a year does the United Methodist Church have a board of trustees?
Who is the president of the United Methodist Church?,Who is the chairman of the United Methodist Church's board of trustees?
What is the term for elders in full connection?,What is the term for a bishop who appoints a member of the Annual Conference?
When was the ordination order of transitional deacon abolished?,What was the ordination order of transitional deacon abolished?
What is the official title of a local pastor?,What is the official title of a local church?
What do members of the United Methodist Church learn about?,What do members of the United Methodist Church have to complete in order to be recognized as a member of the church?
When was the United Methodist Church formed?,When did the United Methodist Church decide to merge with the African Methodist Church?
What is the UMC's membership?,How many congregations does the UMC have in the US?
When did the Seven Years' War begin?,How many people lived in the French North American colonies at the time of the Seven Years' War?
Who captured Fort Beauséjour?,What happened to the British when they captured Fort Beauséjour in 1755?
When was the Seven Years' War?,When did France cede part of its territory to Great Britain?
How long did the Seven Years' War last?,How long did the Seven Years' War last in North America?
Who was the Iroquois Confederation?,Who was the Iroquois Confederation allied with in the war?
How many British troops did Céloron have?,How many British troops did Céloron send to the Ohio?
Who gave land to the Ohio Company of Virginia?,What did Céloron say about the natives of the Ohio Country?
What was the Treaty of Aix-la-Chapelle?,What was the name of the treaty signed in 1752?
Who built Fort Presque Isle?,Who was the commander of the Troupes de la Marine and Indians?
Who was William Johnson's brother?,Who was the commander of the Iroquois?
When did Washington arrive at Fort Duquesne?,What was the name of the letter Washington received from the French?
What was the goal of the Albany Congress?,What did King Louis XV want to do?
Who led the expedition to Fort Duquesne?,Who led the British army on the expedition to Fort Duquesne?
Who attacked Fort Edward?,Who was the governor of New France at the time of Johnson's capture?
Who led the French in 1756?,Who was William Shirley's second in command in 1755?
Who did Montcalm attack?,Who was the British commander in chief at the time of the Battle of Fort Bull?
Who attacked Fort William Henry?,Who ordered Loudoun to attack the French fort?
What was Pitt's plan?,What was Pitt's plan for the 1758 campaign?
Who defeated Montcalm?,Who defeated Montcalm in 1758?
What treaty ended the Seven Years' War?,What did the British offer France in exchange for surrendering the French territory?
What was the Royal Proclamation of 1763?,How many Acadians did the British resettle after the Treaty of 1763?
Who created laws of motion in the Ohio Country?,Who created laws of motion that were not improved on for nearly three hundred years?
Who created the Standard Model?,What theory describes forces between particles smaller than atoms called?
Who believed that objects in forced motion carried an innate force of impetus?,What did Galileo believe objects in forced motion carried an innate force of impetus?
What is constant velocity associated with?,What do Newton's First Law of Motion state that objects continue to move in a state of constant velocity unless acted upon by an external net force or resultant force?
Who said that reference frames subject to constant acceleration are physically equivalent to inertial reference frames?,Who said that reference frames subject to constant acceleration can be physically equivalent to inertial reference frames?
What law states that all forces are interactions between different bodies?,"What law states that all forces are interactions between different bodies, but not what?"
What is the term for forces that do not have direction?,What is an example of a closed system of forces that have a different set of mathematical rules?
What can be determined by following the parallelogram rule of vector addition?,What is the result of two forces together?
What type of components can be resolved into?,What type of force can be resolved into independent components at right angles?
Who discovered that motion in a constant velocity is completely equivalent to what?,Who discovered that motion in a constant velocity is completely equivalent to the force of a spring reaction force?
Who said that motion in a constant velocity was completely equivalent to rest?,Who said that motion in a constant velocity would be completely equivalent to rest?
What is a discrete angular momentum-like variable called?,What is the Schrödinger equation used for?
What is a redundant concept arising from conservation of momentum?,What are forces and the acceleration of particles explained as a mathematical by-product of exchange of momentum-carrying gauge bosons?
Who created the theory of gravitation?,Who unified the force responsible for objects falling at the surface of the Earth with the force responsible for the orbits of celestial mechanics?
What was Newton's definition of gravity?,What is the relation between the mass of an object in free-fall and the mass of the attracting body?
Who created the theory of general relativity?,What was the name of the planet that Newton's Law of Gravitation was based on?
What is the definition of gravitation?,What is the term for the force on a charge moving in a magnetic field called?
Who created the Maxwell Equations?,Who unified the theory of electromagnetism into a set of 20 scalar equations?
What is QED?,What is a common misconception to ascribe the stiffness and rigidity of solid matter to the repulsion of like charges under the influence of the electromagnetic force?
What does the strong force act directly upon?,What type of force does the strong force act directly upon?
What does the term weak refer to?,What is the most common effect of the interaction between atoms?
What are ideal strings combined with?,What can be combined with ideal strings to create a set-up that allows ideal strings to switch physical direction?
What type of structure does matter have?,What does the stress tensor mean in real life?
What force is always directed toward the center of the curving path?,What is the unit vector pointing in the radial direction outwards from the center of the circular path?
What can be considered to be an artifact of the potential field?,What can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area?
What is the second law of thermodynamics?,What does the Second law of thermodynamics call the force exerted by standard gravity?
What is equivalent to 1000 N?,What unit of force is equivalent to 1000 lbf?
